customer_id,company_name,plan_tier,status,mrr_usd,support_ticket_count,total_events,active_days,distinct_features,segment,churned
352,UnitDev,free,cancelled,0.0,4.0,30,28,4,Churned,True
353,ArcCloud,free,active,0.0,5.0,45,42,5,Support Risk,False
354,Link Ops,starter,active,19.0,6.0,46,45,2,Support Risk,False
355,Cloud Ops,starter,active,19.0,6.0,42,41,6,Support Risk,False
356,DriftPro,professional,active,59.0,6.0,45,44,7,Support Risk,False
357,VertexDev,free,active,0.0,3.0,38,35,4,High Risk (Low Engagement + High Support),False
358,BeamGroup,professional,active,39.0,2.0,40,39,9,Disengaged Risk,False
359,TrekCloud,starter,active,10.0,5.0,43,42,4,Support Risk,False
360,Sync Analytics,enterprise,active,82.5,5.0,38,38,3,High Risk (Low Engagement + High Support),False
361,MetaWorks,professional,active,32.5,4.0,56,52,6,Support Risk,False
362,Hive Cloud,starter,active,15.83,5.0,41,41,5,Support Risk,False
363,VertexLogic,starter,active,12.0,5.0,39,37,4,High Risk (Low Engagement + High Support),False
364,LunaSystems,professional,active,39.0,5.0,34,32,4,High Risk (Low Engagement + High Support),False
365,Grid Dev,starter,active,10.0,3.0,41,39,3,High Risk (Low Engagement + High Support),False
366,VertexHQ,starter,active,12.0,2.0,30,29,6,Disengaged Risk,False
367,Hub Labs,free,active,0.0,14.0,48,45,1,Support Risk,False
368,NexusWorks,starter,active,19.0,8.0,43,41,3,Support Risk,False
369,MetaNet,starter,active,12.0,2.0,49,47,7,Healthy,False
370,Xenon Logic,starter,cancelled,12.0,6.0,41,39,4,Churned,True
371,ZealStudio,free,active,0.0,2.0,43,41,2,Healthy,False
372,NexusPlatform,professional,active,32.5,4.0,35,34,3,High Risk (Low Engagement + High Support),False
373,VineNet,enterprise,active,99.0,5.0,31,31,2,High Risk (Low Engagement + High Support),False
374,UltraIO,free,cancelled,0.0,5.0,45,43,3,Churned,True
375,TidalVentures,professional,active,44.25,6.0,42,41,4,Support Risk,False
376,XenonDynamics,free,active,0.0,4.0,40,40,5,Support Risk,False
377,ZenLogic,starter,active,10.8,6.0,41,37,6,High Risk (Low Engagement + High Support),False
378,Bolt Digital,professional,active,49.17,5.0,40,40,6,Support Risk,False
379,BeamDynamics,enterprise,active,84.15,7.0,37,35,3,High Risk (Low Engagement + High Support),False
380,KeenIO,starter,active,19.0,3.0,52,50,7,Support Risk,False
381,EchoStack,free,active,0.0,3.0,42,41,3,Support Risk,False
382,Cloud Net,professional,cancelled,53.1,3.0,41,39,5,Churned,True
383,Glow Tech,starter,active,12.67,4.0,39,38,4,High Risk (Low Engagement + High Support),False
384,QuestHQ,enterprise,active,165.83,6.0,36,34,6,High Risk (Low Engagement + High Support),False
385,WarpCorp,enterprise,active,99.0,10.0,39,39,3,High Risk (Low Engagement + High Support),False
386,EchoCloud,starter,cancelled,19.0,5.0,38,38,4,Churned,True
387,GridDynamics,enterprise,active,99.0,9.0,34,32,3,High Risk (Low Engagement + High Support),False
388,MetaDev,free,cancelled,0.0,5.0,50,48,4,Churned,True
389,CloudLabs,free,cancelled,0.0,5.0,53,52,8,Churned,True
390,Sync HQ,professional,cancelled,32.5,7.0,46,45,7,Churned,True
391,QuarkSolutions,professional,active,59.0,8.0,41,40,6,Support Risk,False
392,Keen Pro,professional,cancelled,39.0,10.0,40,40,5,Churned,True
393,EchoCorp,free,active,0.0,4.0,34,34,3,High Risk (Low Engagement + High Support),False
394,DataStack,professional,active,39.0,5.0,38,38,4,High Risk (Low Engagement + High Support),False
395,TidalNet,enterprise,cancelled,89.1,6.0,39,38,7,Churned,True
396,Data Works,professional,active,32.5,5.0,47,45,6,Support Risk,False
397,EdgeAI,professional,cancelled,32.5,8.0,33,32,3,Churned,True
398,Meta Corp,starter,active,10.0,7.0,40,37,2,High Risk (Low Engagement + High Support),False
399,LinkSolutions,free,active,0.0,6.0,39,39,5,High Risk (Low Engagement + High Support),False
400,Flux Tech,professional,active,59.0,9.0,35,35,8,High Risk (Low Engagement + High Support),False
401,Core Corp,starter,active,15.83,6.0,32,30,4,High Risk (Low Engagement + High Support),False
402,MetaSystems,starter,active,15.83,5.0,34,32,3,High Risk (Low Engagement + High Support),False
403,RiftIO,professional,active,39.0,4.0,40,39,5,High Risk (Low Engagement + High Support),False
404,Bolt IO,starter,active,10.0,3.0,39,37,3,High Risk (Low Engagement + High Support),False
405,GridPlatform,free,paused,0.0,5.0,37,35,4,Churned,False
406,UnitSoftware,professional,active,59.0,2.0,38,36,3,Disengaged Risk,False
407,MistSolutions,starter,active,17.1,7.0,38,37,4,High Risk (Low Engagement + High Support),False
408,AcmePro,starter,active,19.0,4.0,49,48,8,Support Risk,False
409,EchoPro,free,cancelled,0.0,5.0,38,38,3,Churned,True
410,NovaDigital,starter,active,9.0,5.0,41,40,4,Support Risk,False
411,ZealDigital,starter,active,19.0,3.0,34,33,3,High Risk (Low Engagement + High Support),False
412,SageGroup,professional,active,39.0,2.0,44,44,8,Healthy,False
413,YieldStudio,professional,active,59.0,4.0,28,28,5,High Risk (Low Engagement + High Support),False
414,UltraStudio,starter,cancelled,10.0,3.0,36,36,4,Churned,True
415,CoreGroup,professional,cancelled,39.0,4.0,38,37,6,Churned,True
416,NovaDev,professional,cancelled,32.5,3.0,41,41,5,Churned,True
417,ArcVentures,professional,active,39.0,3.0,41,41,9,Support Risk,False
418,KiteGroup,starter,cancelled,12.67,0.0,42,41,4,Churned,True
419,JetStudio,free,active,0.0,3.0,47,46,5,Support Risk,False
420,Sync Hub,free,active,0.0,4.0,48,47,8,Support Risk,False
421,TidalLabs,starter,active,19.0,2.0,34,32,2,Disengaged Risk,False
422,BoltTech,free,cancelled,0.0,4.0,40,40,8,Churned,True
423,SyncStudio,enterprise,cancelled,165.83,6.0,48,48,5,Churned,True
424,IonVentures,professional,cancelled,44.25,3.0,38,37,4,Churned,True
425,MetaSolutions,enterprise,active,99.0,7.0,46,42,5,Support Risk,False
426,TidalStack,starter,active,10.0,2.0,33,32,2,Disengaged Risk,False
427,EchoVentures,starter,cancelled,15.83,3.0,46,43,6,Churned,True
428,Xenon Corp,enterprise,cancelled,82.5,6.0,52,49,6,Churned,True
429,UltraOps,starter,active,10.0,5.0,39,38,3,High Risk (Low Engagement + High Support),False
430,Jet Dev,starter,active,12.0,4.0,40,38,5,High Risk (Low Engagement + High Support),False
431,ArcHQ,starter,active,15.83,3.0,37,37,5,High Risk (Low Engagement + High Support),False
432,Hub Platform,starter,active,9.0,4.0,41,40,4,Support Risk,False
433,BoltHub,professional,active,59.0,1.0,42,40,3,Healthy,False
434,Meta Solutions,enterprise,active,82.5,4.0,39,39,4,High Risk (Low Engagement + High Support),False
435,Link Hub,starter,cancelled,19.0,3.0,45,45,6,Churned,True
436,CoreOps,free,cancelled,0.0,5.0,49,48,6,Churned,True
437,Ultra IO,free,active,0.0,7.0,35,35,5,High Risk (Low Engagement + High Support),False
438,EdgeIO,starter,cancelled,9.0,3.0,32,32,3,Churned,True
439,Meta Works,professional,active,39.0,8.0,33,32,7,High Risk (Low Engagement + High Support),False
440,WaveIO,enterprise,active,199.0,4.0,37,37,3,High Risk (Low Engagement + High Support),False
441,LunaLogic,free,active,0.0,4.0,41,39,4,High Risk (Low Engagement + High Support),False
442,Warp AI,professional,active,39.0,5.0,47,47,4,Support Risk,False
443,Trek Logic,starter,active,8.5,5.0,36,34,5,High Risk (Low Engagement + High Support),False
444,NexusOps,free,cancelled,0.0,5.0,35,34,2,Churned,True
445,Pulse Platform,enterprise,cancelled,199.0,7.0,28,26,6,Churned,True
446,RushLabs,free,active,0.0,6.0,51,49,4,Support Risk,False
447,Beam Software,starter,active,12.0,4.0,50,49,5,Support Risk,False
448,Vertex Analytics,starter,active,10.0,8.0,37,36,5,High Risk (Low Engagement + High Support),False
449,QuarkGroup,free,active,0.0,6.0,43,39,6,High Risk (Low Engagement + High Support),False
450,RushStack,starter,cancelled,8.5,5.0,37,36,3,Churned,True
451,Arc Analytics,free,cancelled,0.0,5.0,41,39,6,Churned,True
452,Rush Digital,free,active,0.0,9.0,32,31,6,High Risk (Low Engagement + High Support),False
453,ArcStudio,professional,cancelled,59.0,5.0,39,38,4,Churned,True
454,MistSystems,free,cancelled,0.0,4.0,31,30,9,Churned,True
455,HubWorks,professional,active,32.5,10.0,54,48,4,Support Risk,False
456,VineOps,free,cancelled,0.0,7.0,45,43,2,Churned,True
457,Warp Platform,free,active,0.0,9.0,41,41,4,Support Risk,False
458,VertexNet,starter,active,12.0,9.0,41,39,5,High Risk (Low Engagement + High Support),False
459,SageLabs,enterprise,active,82.5,3.0,33,32,2,High Risk (Low Engagement + High Support),False
460,MistOps,professional,active,32.5,6.0,41,40,4,Support Risk,False
461,Bolt Dynamics,professional,active,59.0,1.0,44,42,5,Healthy,False
462,Trek Dev,starter,active,15.83,5.0,44,42,5,Support Risk,False
463,IonCorp,starter,active,10.0,7.0,50,47,8,Support Risk,False
464,Ion Works,professional,active,39.0,3.0,42,41,6,Support Risk,False
465,MistNet,enterprise,active,99.0,4.0,31,30,3,High Risk (Low Engagement + High Support),False
466,Ultra Net,starter,active,19.0,9.0,42,41,5,Support Risk,False
467,NexusHub,starter,active,12.0,3.0,45,44,4,Support Risk,False
468,Drift Corp,professional,active,39.0,7.0,38,37,6,High Risk (Low Engagement + High Support),False
469,SyncSolutions,professional,cancelled,49.17,3.0,49,48,6,Churned,True
470,Rift Systems,free,active,0.0,3.0,38,36,4,High Risk (Low Engagement + High Support),False
471,CloudStack,starter,active,12.0,8.0,38,37,3,High Risk (Low Engagement + High Support),False
472,Pulse Hub,professional,active,26.0,4.0,31,31,6,High Risk (Low Engagement + High Support),False
473,VineCloud,starter,active,19.0,2.0,48,46,6,Healthy,False
474,Onyx Corp,starter,active,10.0,7.0,36,34,2,High Risk (Low Engagement + High Support),False
475,IonOps,professional,paused,49.17,3.0,46,43,9,Churned,False
476,WaveAnalytics,starter,cancelled,12.0,8.0,35,33,4,Churned,True
477,Vine Group,starter,active,12.0,3.0,46,43,9,Support Risk,False
478,TidalGroup,starter,cancelled,12.0,10.0,44,43,3,Churned,True
479,NovaIO,enterprise,cancelled,199.0,8.0,45,44,5,Churned,True
480,Zen AI,enterprise,active,99.0,3.0,53,50,10,Support Risk,False
481,FluxLogic,enterprise,active,99.0,2.0,34,33,3,Disengaged Risk,False
482,EchoSystems,professional,active,39.0,9.0,55,54,6,Support Risk,False
483,IonCloud,professional,active,59.0,1.0,34,34,4,Disengaged Risk,False
484,GridCorp,starter,active,15.83,7.0,35,34,3,High Risk (Low Engagement + High Support),False
485,EdgeWorks,professional,active,49.17,4.0,46,45,2,Support Risk,False
486,TrekAI,enterprise,active,99.0,5.0,38,38,4,High Risk (Low Engagement + High Support),False
487,Hub Software,starter,cancelled,15.83,2.0,33,33,4,Churned,True
488,MetaHQ,free,active,0.0,6.0,33,33,5,High Risk (Low Engagement + High Support),False
489,Warp Hub,free,active,0.0,4.0,41,41,4,Support Risk,False
490,ZealLabs,enterprise,cancelled,199.0,10.0,49,46,4,Churned,True
491,ArcLogic,free,paused,0.0,4.0,38,37,1,Churned,False
492,NexusGroup,starter,active,10.8,5.0,38,36,5,High Risk (Low Engagement + High Support),False
493,Flow Dev,professional,active,39.0,8.0,34,33,4,High Risk (Low Engagement + High Support),False
494,UnitAI,free,active,0.0,3.0,43,41,3,Support Risk,False
495,Trek Ventures,professional,active,39.0,3.0,45,44,5,Support Risk,False
496,Beam Digital,starter,active,19.0,8.0,50,49,6,Support Risk,False
497,HiveSystems,free,cancelled,0.0,5.0,47,45,7,Churned,True
498,XenonCloud,professional,active,39.0,4.0,46,45,5,Support Risk,False
499,AcmeSystems,starter,active,12.0,6.0,47,44,3,Support Risk,False
500,WarpDigital,professional,active,49.17,3.0,44,43,3,Support Risk,False
501,Flow Solutions,free,cancelled,0.0,5.0,33,32,4,Churned,True
502,WarpIO,free,active,0.0,4.0,39,35,5,High Risk (Low Engagement + High Support),False
503,Bolt Works,professional,cancelled,39.0,5.0,44,43,3,Churned,True
504,Nexus Works,enterprise,active,89.1,3.0,37,36,8,High Risk (Low Engagement + High Support),False
505,Mist Ventures,free,paused,0.0,7.0,37,36,7,Churned,False
506,BoltAnalytics,starter,cancelled,12.0,9.0,37,37,3,Churned,True
507,IrisSolutions,starter,cancelled,14.25,2.0,43,42,7,Churned,True
508,Glow Cloud,professional,active,50.15,7.0,35,34,8,High Risk (Low Engagement + High Support),False
509,WarpNet,professional,active,59.0,4.0,46,45,7,Support Risk,False
510,RiftSolutions,starter,active,10.0,9.0,46,45,5,Support Risk,False
511,WaveLogic,free,cancelled,0.0,6.0,48,47,5,Churned,True
512,RiftNet,starter,active,8.5,7.0,48,47,5,Support Risk,False
513,AcmeSoftware,free,active,0.0,3.0,41,38,4,High Risk (Low Engagement + High Support),False
514,Edge Digital,professional,active,39.0,5.0,37,36,5,High Risk (Low Engagement + High Support),False
515,AcmeCorp,professional,active,32.5,7.0,32,31,5,High Risk (Low Engagement + High Support),False
516,DataAnalytics,professional,active,41.79,3.0,34,34,4,High Risk (Low Engagement + High Support),False
517,Tidal Tech,enterprise,cancelled,99.0,5.0,46,45,6,Churned,True
518,HivePlatform,starter,active,19.0,6.0,46,46,4,Support Risk,False
519,IonAI,starter,active,12.0,5.0,43,40,2,Support Risk,False
520,OrbitGroup,professional,active,32.5,4.0,46,45,3,Support Risk,False
521,HiveWorks,starter,active,10.0,6.0,54,52,4,Support Risk,False
522,GlowStack,professional,cancelled,35.1,4.0,38,37,5,Churned,True
523,PulseDev,starter,cancelled,12.0,2.0,36,34,4,Churned,True
524,LinkVentures,free,cancelled,0.0,3.0,53,50,6,Churned,True
525,VertexPro,enterprise,cancelled,82.5,3.0,41,41,6,Churned,True
526,Quark Pro,free,active,0.0,9.0,47,45,6,Support Risk,False
527,VertexSoftware,professional,active,49.17,2.0,35,34,5,Disengaged Risk,False
528,MetaSoftware,free,cancelled,0.0,5.0,45,43,6,Churned,True
529,IonDev,starter,active,10.0,5.0,53,50,5,Support Risk,False
530,FluxDev,starter,active,9.0,2.0,36,33,4,Disengaged Risk,False
531,NovaPlatform,free,active,0.0,4.0,37,36,3,High Risk (Low Engagement + High Support),False
532,SyncHQ,starter,active,10.0,9.0,37,35,3,High Risk (Low Engagement + High Support),False
533,Edge Studio,starter,cancelled,8.0,4.0,28,28,3,Churned,True
534,QuarkCloud,professional,active,59.0,2.0,53,51,6,Healthy,False
535,ZenVentures,professional,active,49.17,7.0,48,47,6,Support Risk,False
536,UnitHQ,enterprise,cancelled,99.0,6.0,43,42,6,Churned,True
537,VineLabs,starter,active,12.0,3.0,48,47,4,Support Risk,False
538,IonDigital,professional,active,39.0,9.0,52,50,6,Support Risk,False
539,GridWorks,enterprise,active,82.5,10.0,35,35,6,High Risk (Low Engagement + High Support),False
540,Quest Dev,free,cancelled,0.0,3.0,33,33,3,Churned,True
541,TidalCorp,enterprise,active,199.0,8.0,40,39,4,High Risk (Low Engagement + High Support),False
542,ZenGroup,free,active,0.0,2.0,38,37,5,Disengaged Risk,False
543,Nexus Pro,professional,cancelled,49.17,10.0,44,43,5,Churned,True
544,SagePro,enterprise,active,89.1,4.0,51,47,7,Support Risk,False
545,Sage Ops,enterprise,active,99.0,8.0,48,48,6,Support Risk,False
546,Jade Ops,enterprise,cancelled,82.5,3.0,45,44,5,Churned,True
547,Trek AI,professional,active,39.0,6.0,41,40,7,Support Risk,False
548,Zeal Logic,starter,active,15.83,6.0,41,38,5,High Risk (Low Engagement + High Support),False
549,QuestSolutions,professional,active,32.5,8.0,42,41,7,Support Risk,False
550,Ultra Solutions,starter,active,12.0,5.0,54,53,7,Support Risk,False
551,FluxSystems,starter,active,15.83,6.0,37,34,4,High Risk (Low Engagement + High Support),False
552,Bolt Group,starter,active,10.0,7.0,34,33,2,High Risk (Low Engagement + High Support),False
553,TidalPlatform,starter,active,12.0,3.0,39,38,4,High Risk (Low Engagement + High Support),False
554,Ultra Stack,professional,active,44.25,5.0,53,50,8,Support Risk,False
555,QuestPlatform,enterprise,cancelled,74.25,13.0,53,50,4,Churned,True
556,Link Dynamics,starter,active,19.0,2.0,35,31,2,Disengaged Risk,False
557,KeenHQ,free,active,0.0,4.0,41,37,4,High Risk (Low Engagement + High Support),False
558,FlowHub,professional,active,29.25,6.0,47,44,5,Support Risk,False
559,VertexDigital,professional,active,59.0,4.0,41,40,6,Support Risk,False
560,FluxCloud,starter,active,15.83,6.0,33,30,3,High Risk (Low Engagement + High Support),False
561,GlowNet,starter,active,12.0,4.0,42,40,7,Support Risk,False
562,SageOps,starter,cancelled,9.0,3.0,39,39,2,Churned,True
563,HiveSoftware,starter,active,10.0,2.0,37,37,3,Disengaged Risk,False
564,GridStack,professional,active,49.17,6.0,39,38,5,High Risk (Low Engagement + High Support),False
565,Xenon Solutions,starter,active,10.0,4.0,33,33,3,High Risk (Low Engagement + High Support),False
566,QuarkCorp,professional,active,39.0,4.0,32,32,5,High Risk (Low Engagement + High Support),False
567,Acme Ops,starter,active,19.0,6.0,32,32,4,High Risk (Low Engagement + High Support),False
568,VertexWorks,free,active,0.0,3.0,39,36,2,High Risk (Low Engagement + High Support),False
569,Hive Analytics,starter,cancelled,10.2,2.0,34,33,3,Churned,True
570,VineWorks,professional,active,32.5,8.0,55,50,6,Support Risk,False
571,Meta Net,professional,active,27.62,3.0,32,32,5,High Risk (Low Engagement + High Support),False
572,KiteHQ,enterprise,cancelled,74.25,9.0,37,35,6,Churned,True
573,UnitAnalytics,professional,active,49.17,5.0,48,47,5,Support Risk,False
574,PeakWorks,free,active,0.0,5.0,37,36,6,High Risk (Low Engagement + High Support),False
575,VineVentures,enterprise,cancelled,82.5,7.0,37,37,3,Churned,True
576,UltraHub,professional,active,32.5,7.0,46,44,8,Support Risk,False
577,FluxOps,enterprise,active,165.83,4.0,42,41,2,Support Risk,False
578,TrekVentures,starter,active,10.0,8.0,43,41,5,Support Risk,False
579,Zeal Solutions,professional,active,32.5,2.0,43,40,8,Healthy,False
580,WarpLogic,enterprise,active,82.5,7.0,43,42,6,Support Risk,False
581,Sage IO,free,active,0.0,2.0,40,39,5,Disengaged Risk,False
582,YieldCorp,free,active,0.0,3.0,47,46,7,Support Risk,False
583,Flux Cloud,free,active,0.0,4.0,41,40,4,Support Risk,False
584,Flow Systems,professional,active,32.5,4.0,49,47,8,Support Risk,False
585,YieldIO,starter,active,10.0,2.0,48,48,4,Healthy,False
586,EdgeDev,professional,active,39.0,6.0,50,48,4,Support Risk,False
587,Nova Stack,professional,paused,39.0,3.0,33,32,2,Churned,False
588,QuestDynamics,enterprise,active,82.5,3.0,56,53,6,Support Risk,False
589,Tidal Software,professional,active,49.17,8.0,38,36,4,High Risk (Low Engagement + High Support),False
590,DriftTech,starter,active,15.83,6.0,47,44,5,Support Risk,False
591,ArcDigital,starter,active,10.0,5.0,44,43,7,Support Risk,False
592,HubSolutions,free,active,0.0,2.0,46,43,7,Healthy,False
593,Vine Ops,free,cancelled,0.0,5.0,43,41,5,Churned,True
594,UnitStack,enterprise,active,74.25,7.0,40,36,4,High Risk (Low Engagement + High Support),False
595,FlowSolutions,free,active,0.0,7.0,50,48,4,Support Risk,False
596,SageDynamics,free,active,0.0,6.0,43,40,4,Support Risk,False
597,LunaTech,professional,active,49.17,4.0,47,46,2,Support Risk,False
598,SyncCloud,enterprise,active,99.0,8.0,50,47,7,Support Risk,False
599,DriftGroup,professional,cancelled,39.0,5.0,29,29,4,Churned,True
600,HiveDev,starter,active,10.0,8.0,45,42,5,Support Risk,False
601,GridHQ,free,cancelled,0.0,8.0,34,34,4,Churned,True
602,Echo Ops,starter,active,10.0,4.0,36,34,8,High Risk (Low Engagement + High Support),False
603,IonSystems,starter,active,10.0,11.0,47,45,6,Support Risk,False
604,Jet Pro,enterprise,cancelled,99.0,1.0,38,35,5,Churned,True
605,BeamLabs,free,active,0.0,5.0,38,35,6,High Risk (Low Engagement + High Support),False
606,HubAnalytics,professional,active,59.0,7.0,40,36,7,High Risk (Low Engagement + High Support),False
607,Flux Studio,starter,active,12.0,2.0,49,45,5,Healthy,False
608,Link Logic,free,active,0.0,8.0,35,35,4,High Risk (Low Engagement + High Support),False
609,TidalPro,free,active,0.0,3.0,51,46,4,Support Risk,False
610,Arc Dev,enterprise,cancelled,99.0,3.0,43,43,4,Churned,True
611,RiftDynamics,free,cancelled,0.0,10.0,45,43,5,Churned,True
612,Hub Solutions,starter,active,12.0,2.0,42,42,4,Healthy,False
613,MistStudio,professional,active,39.0,4.0,47,45,4,Support Risk,False
614,QuestHub,starter,active,9.6,7.0,40,36,6,High Risk (Low Engagement + High Support),False
615,Unit Corp,starter,active,12.0,2.0,40,38,5,Disengaged Risk,False
616,KiteSolutions,enterprise,cancelled,165.83,8.0,43,40,5,Churned,True
617,AcmeHub,free,cancelled,0.0,8.0,37,37,4,Churned,True
618,Echo Hub,starter,active,19.0,3.0,30,28,6,High Risk (Low Engagement + High Support),False
619,Orbit Labs,starter,active,15.2,4.0,35,34,2,High Risk (Low Engagement + High Support),False
620,OrbitSystems,starter,cancelled,15.83,9.0,41,38,3,Churned,True
621,NexusCloud,starter,active,12.0,6.0,32,30,4,High Risk (Low Engagement + High Support),False
622,JetLogic,free,active,0.0,4.0,39,39,4,High Risk (Low Engagement + High Support),False
623,FluxCorp,professional,active,32.5,6.0,50,47,5,Support Risk,False
624,ArcDev,free,active,0.0,4.0,36,34,4,High Risk (Low Engagement + High Support),False
625,DataStudio,enterprise,active,89.1,2.0,40,39,4,Disengaged Risk,False
626,Unit Labs,starter,cancelled,12.0,3.0,45,44,6,Churned,True
627,Luna IO,starter,active,12.0,4.0,55,52,5,Support Risk,False
628,Kite Labs,starter,active,14.25,1.0,45,45,6,Healthy,False
629,FlowDev,enterprise,active,82.5,3.0,51,50,6,Support Risk,False
630,Xenon Stack,professional,cancelled,39.0,9.0,39,36,5,Churned,True
631,Cloud Platform,free,active,0.0,2.0,42,41,4,Healthy,False
632,Warp Logic,starter,active,12.0,4.0,37,37,6,High Risk (Low Engagement + High Support),False
633,Jet Ops,starter,active,8.0,4.0,37,37,5,High Risk (Low Engagement + High Support),False
634,CoreDigital,professional,cancelled,39.0,7.0,49,49,8,Churned,True
635,Tidal Dynamics,free,active,0.0,8.0,47,44,5,Support Risk,False
636,QuarkIO,starter,active,12.0,5.0,35,35,3,High Risk (Low Engagement + High Support),False
637,CoreStudio,free,cancelled,0.0,10.0,31,31,6,Churned,True
638,Kite Ventures,free,active,0.0,4.0,44,42,6,Support Risk,False
639,ZenHub,free,cancelled,0.0,5.0,50,48,8,Churned,True
640,MistHub,free,active,0.0,5.0,39,36,4,High Risk (Low Engagement + High Support),False
641,Zen Tech,free,cancelled,0.0,7.0,27,25,6,Churned,True
642,KiteSoftware,professional,active,59.0,2.0,39,38,6,Disengaged Risk,False
643,EdgePro,professional,active,59.0,8.0,35,35,3,High Risk (Low Engagement + High Support),False
644,Nova Pro,starter,active,12.0,4.0,41,40,8,Support Risk,False
645,BoltCloud,starter,active,12.0,6.0,54,52,8,Support Risk,False
646,LunaDynamics,starter,active,15.83,1.0,53,52,6,Healthy,False
647,Vine Hub,professional,active,59.0,3.0,31,31,1,High Risk (Low Engagement + High Support),False
648,DriftCorp,starter,active,12.0,4.0,47,46,3,Support Risk,False
649,Arc AI,professional,active,59.0,5.0,39,38,4,High Risk (Low Engagement + High Support),False
650,Peak Logic,starter,active,15.83,0.0,43,41,4,Healthy,False
651,Ultra Software,starter,active,15.83,6.0,46,45,6,Support Risk,False
652,DriftStack,starter,active,15.83,3.0,44,42,2,Support Risk,False
653,RushTech,free,active,0.0,6.0,35,34,3,High Risk (Low Engagement + High Support),False
654,Bolt Corp,professional,active,39.0,8.0,41,41,4,Support Risk,False
655,QuestVentures,enterprise,active,199.0,5.0,47,44,3,Support Risk,False
656,MistLabs,free,active,0.0,6.0,46,44,7,Support Risk,False
657,Flow Studio,professional,cancelled,29.25,4.0,34,33,1,Churned,True
658,ZenSystems,professional,active,59.0,4.0,43,41,6,Support Risk,False
659,MistLogic,professional,active,59.0,3.0,48,48,3,Support Risk,False
660,Nova Ops,starter,active,12.0,6.0,51,46,6,Support Risk,False
661,MistSoftware,enterprise,active,179.1,2.0,49,44,4,Healthy,False
662,Flux IO,free,cancelled,0.0,3.0,32,31,3,Churned,True
663,Peak Labs,professional,cancelled,49.17,6.0,49,48,6,Churned,True
664,FluxStack,starter,active,19.0,2.0,42,41,6,Healthy,False
665,Xenon Dynamics,enterprise,active,99.0,4.0,36,36,5,High Risk (Low Engagement + High Support),False
666,Ion Ventures,professional,cancelled,59.0,1.0,48,47,4,Churned,True
667,PulseOps,free,active,0.0,2.0,35,33,5,Disengaged Risk,False
668,LinkHub,professional,active,32.5,4.0,39,39,5,High Risk (Low Engagement + High Support),False
669,Rush Corp,free,cancelled,0.0,7.0,32,32,6,Churned,True
670,Jade Tech,free,cancelled,0.0,4.0,31,30,2,Churned,True
671,Luna Group,starter,cancelled,12.0,4.0,42,41,4,Churned,True
672,RushPlatform,starter,active,12.0,3.0,47,45,5,Support Risk,False
673,Glow Net,professional,active,53.1,2.0,41,41,6,Healthy,False
674,Quark Tech,starter,cancelled,12.0,1.0,32,31,3,Churned,True
675,OrbitDev,starter,active,10.0,2.0,41,41,3,Healthy,False
676,WaveCloud,free,cancelled,0.0,6.0,37,37,6,Churned,True
677,SageCorp,professional,active,59.0,6.0,49,47,6,Support Risk,False
678,QuarkOps,starter,active,13.46,2.0,44,43,4,Healthy,False
679,Rift Digital,professional,active,39.0,4.0,42,42,4,Support Risk,False
680,DataIO,starter,active,12.0,2.0,36,36,3,Disengaged Risk,False
681,Unit Software,free,active,0.0,5.0,43,42,3,Support Risk,False
682,KeenCorp,enterprise,active,99.0,5.0,28,27,4,High Risk (Low Engagement + High Support),False
683,Core Net,professional,cancelled,44.25,9.0,34,34,5,Churned,True
684,Tidal Platform,starter,active,12.0,3.0,33,32,5,High Risk (Low Engagement + High Support),False
685,Peak Systems,starter,active,15.83,4.0,45,45,4,Support Risk,False
686,SageSoftware,free,active,0.0,4.0,40,38,5,High Risk (Low Engagement + High Support),False
687,Edge Labs,enterprise,active,82.5,4.0,44,43,4,Support Risk,False
688,ZenIO,free,active,0.0,7.0,45,44,2,Support Risk,False
689,KiteDev,free,active,0.0,9.0,36,36,4,High Risk (Low Engagement + High Support),False
690,HubVentures,starter,active,12.67,8.0,47,47,6,Support Risk,False
691,AcmeSolutions,professional,cancelled,49.17,5.0,37,36,5,Churned,True
692,RushHub,free,active,0.0,6.0,41,41,4,Support Risk,False
693,IonNet,free,cancelled,0.0,5.0,47,45,6,Churned,True
694,GridSolutions,free,active,0.0,1.0,41,40,6,Healthy,False
695,YieldDigital,professional,active,31.2,4.0,43,42,7,Support Risk,False
696,LinkLabs,professional,active,32.5,6.0,47,45,8,Support Risk,False
697,EchoDev,enterprise,active,149.25,2.0,42,42,2,Healthy,False
698,DataGroup,professional,active,49.17,6.0,43,42,1,Support Risk,False
699,Sage Systems,free,cancelled,0.0,3.0,42,40,5,Churned,True
700,WarpOps,professional,active,49.17,6.0,44,43,4,Support Risk,False
701,Cloud IO,professional,cancelled,49.17,5.0,53,50,3,Churned,True
702,RiftOps,free,active,0.0,4.0,38,37,1,High Risk (Low Engagement + High Support),False
703,WaveSoftware,free,cancelled,0.0,4.0,32,30,3,Churned,True
704,DataDigital,enterprise,active,99.0,5.0,30,28,5,High Risk (Low Engagement + High Support),False
705,IrisSoftware,professional,active,59.0,2.0,46,45,8,Healthy,False
706,TrekGroup,free,paused,0.0,4.0,38,38,1,Churned,False
707,PeakHub,starter,cancelled,10.0,10.0,45,42,4,Churned,True
708,Luna Ops,professional,active,29.25,7.0,41,40,3,Support Risk,False
